pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,Mass_Ratio_q,Mass_Ratio_q_err1,Mass_Ratio_q_err2,a_over_Rs,a_over_Rs_err1,a_over_Rs_err2,Hill_Radius_AU,Hill_Radius_AU_err1,Hill_Radius_AU_err2,v_esc_over_v_orb,v_esc_over_v_orb_err1,v_esc_over_v_orb_err2,Safronov_Number,Safronov_Number_err1,Safronov_Number_err2,log_g_p_cgs,log_g_p_cgs_err1,log_g_p_cgs_err2,pl_type,GMM_cluster_final,first_gmm_max_probs,GMM_2nd_cluster,GMM_2nd_prob
TOI-1842 b,TOI-1842,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.5739181,9.9e-06,-9.90E-06,0,0.1,0.002,-0.002,0,12.3485023,0.27917829,-0.2943366,0,1.10166148,0.02490666,-0.026259,0,0.28128386,0.02454154,-0.02454154,0,0.26,0.05,-0.06,0,0.276,0.064,-0.064,0,1199.55,21.83,-21.83,0,,,,,0,,,,,21.7,1.9,-1.9,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6039,93,-89,0,2.032,0.037,-0.0401,0,1.4643,0.0292,-0.0362,0,0.332,0.06,-0.06,0,[Fe/H],3.986,0.018,-0.021,0,2.5,0.4,-0.3,0,0.2432,0.0157,-0.015,0,,,,,0.000183306,1.6622742101176785e-05,-1.64E-05,10.582441748468376,0.2973347324304069,-0.286226264,0.003938689,0.000226985,-0.000219026,0.2638858339980464,0.020923894,-0.019507215,7.040226276218555e+74,7.040226276218555e+74,-7.04E+74,2.7592355226691603,0.043178682,-0.042677697,HJ,A1,0.9997180714968474,B,0.000281929
TOI-1853 b,TOI-1853,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NAPONIELLO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230901464N/abstract target=ref>Naponiello et al. 2023</a>,1.2436258,1.5e-06,-1.50E-06,0,0.0213,0.0005,-0.0005,0,3.46,0.08,-0.08,0,0.30868106,0.00713713,-0.00713713,0,0.23031296,0.00849515,-0.00849515,0,9.74,0.82,-0.76,0,0.03,,,1,1479,25,-25,0,84.7,0.4,-0.4,0,0,,,,,48.8,1.1,-1,0,<a refstr=NAPONIELLO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230901464N/abstract target=ref>Naponiello et al. 2023</a>,K2.5 V,4985,70,-70,0,0.808,0.013,-0.013,0,0.837,0.039,-0.039,0,0.11,0.08,-0.08,0,[Fe/H],4.49,0.11,-0.11,0,,,,,,,,,1.3,0.9,-0.9,0,0.000262576,1.5604179531446853e-05,-1.56E-05,5.668626371045901,0.1613216249226699,-0.161321625,0.000945709,4.966315684857734e-05,-4.74E-05,0.2753683697576399,0.018571722,-0.017295688,7.66624281914469e+74,7.66624281914469e+74,-7.67E+74,3.7774854494468744,0.025689218,-0.025689218,HN,B,0.9999480346737696,A,5.196532623048348e-05
TOI-1855 b,TOI-1855,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,1.36414864,5.1e-07,-5.10E-07,0,0.02398,0.00046,-0.00037,0,18.49481816,5.82866996,-4.14732286,0,1.65,0.52,-0.37,0,1.133,0.096,-0.091,0,0.31,0.37,-0.18,0,0.033,0.038,-0.023,0,1701,20,-20,0,78.1,1,-1,0,0,4.95,0.2,-0.15,0,204,16,-15,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,5359,89,-83,0,1.041,0.031,-0.033,0,0.987,0.058,-0.045,0,0.399,0.069,-0.079,0,[Fe/H],4.397,0.04,-0.031,0,8.2,3.5,-4,0,1.23,0.15,-0.11,0,5.74,0.15,-0.15,0,0.001095404,0.000105398,-0.000109014,4.953452917931297,0.1835374573321996,-0.166133713,0.001713958,0.000109021,-0.000103832,0.258120073,0.057292419,-0.049969973,6.735937101541276e+74,6.735937101541276e+74,-6.74E+74,3.0134490597989405,0.198220094,-0.275950608,FHJ,A1,0.9999999819415124,B,1.6674569360255643e-08
TOI-1898 b,TOI-1898,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,45.52234,6.1e-05,-6.10E-05,0,0.269,0.005,-0.005,0,9.39553231,0.2342915,-0.30913881,0,0.83821469,0.02090212,-0.02757956,0,0.40587939,0.02202446,-0.02517081,0,0.85,0.15,-0.2,0,0.485,0.039,-0.039,0,674.54,11.56,-11.76,0,,,,,0,,,,,22.9,1.1,-1.1,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6241,88,-85,0,1.6131,0.0292,-0.0312,0,1.2484,0.0261,-0.0375,0,-0.095,0.059,-0.071,0,[Fe/H],4.116,0.019,-0.022,0,3.1,0.6,-0.3,0,0.4128,0.0267,-0.0228,0,,,,,0.000310245,1.924229418829153e-05,-2.03E-05,35.859198557106204,0.961928615,-0.930381977,0.012626416,0.000596988,-0.000579711,0.6455099030784653,0.04515011,-0.040050468,4.212697575043317e+75,4.212697575043317e+75,-4.21E+75,3.155873501912438,0.037042277,-0.034561854,WJ,A2,0.9979673894212736,B,0.002032577
TOI-1899 b,TOI-1899,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...90L/abstract target=ref>Lin et al. 2023</a>,29.090312,3.6e-05,-3.50E-05,0,0.1525,0.0065,-0.006,0,11.09689089,0.33626942,-0.33626942,0,0.99,0.03,-0.03,0,0.67,0.04,-0.04,0,0.85,0.1,-0.1,0,0.044,0.029,-0.027,0,378,8,-7,0,89.64,0.07,-0.08,0,0,54.01,1.78,-1.52,0,59.82,3.52,-3.49,0,<a refstr=LIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...90L/abstract target=ref>Lin et al. 2023</a>,,3926,45,-47,0,0.607,0.017,-0.016,0,0.632,0.026,-0.025,0,0.28,0.11,-0.11,0,[Fe/H],4.672,0.021,-0.02,0,7.1,4.5,-4.8,0,3.98,0.29,-0.27,0,,,,,0.001011624,7.244966927369957e-05,-7.33E-05,54.02449833633246,2.7074415872307926,-2.609075685,0.010614572,0.000821242,-0.000758075,0.8075677561363496,0.072022801,-0.066498429,6.5934452599175436e+75,6.5934452599175436e+75,-6.59E+75,3.2289914518690828,0.0369466,-0.0369466,WJ,A2,0.999996647,B,3.3534028986486245e-06
TOI-199 b,TOI-199,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,104.854,0.001,-0.002,0,0.4254,0.002,-0.002,0,9.07927437,0.0560449,-0.0560449,0,0.81,0.005,-0.005,0,0.17,0.02,-0.02,0,,,,,0.09,0.01,-0.02,0,,,,,90,,,0,1,,,,,7.7,1.1,-1.1,0,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,G9 V,5255,12,-10,0,0.82,0.003,-0.003,0,0.936,0.003,-0.005,0,0.22,0.03,-0.03,0,[Fe/H],4.582,0.003,-0.006,0,0.8,1.2,-0.6,0,2.39,0.02,-0.04,0,0.5,0.6,-0.6,0,0.000173314,2.0410930513064692e-05,-2.04E-05,111.5560744223225,0.66456522,-0.66456522,0.016445051,0.000732024,-0.000762882,0.6171994827084409,0.040615957,-0.041504772,3.851284225015105e+75,3.851284225015105e+75,-3.85E+75,2.8076659219843303,0.05137402,-0.05137402,CJ,D,0.9999999999980532,A,1.7058425946805717e-12
TOI-2000 b,TOI-2000,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,3.09833,2.1e-05,-1.90E-05,0,0.04271,0.00076,-0.00067,0,2.7,0.15,-0.15,0,0.241,0.014,-0.014,0,0.0347,0.0077,-0.0075,0,3.07,0.94,-0.78,0,0,,,0,1488,122,-160,0,84.59,0.54,-0.43,0,0,8.1,0.28,-0.27,0,4.59,1,-0.99,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,,5611,85,-82,0,1.134,0.037,-0.036,0,1.082,0.059,-0.05,0,0.439,0.041,-0.043,0,[Fe/H],4.363,0.034,-0.032,0,5.3,2.7,-2.7,0,1.047,0.114,-0.1,0,2.99,0.2,-0.2,0,3.0602974399864685e-05,6.936549864290723e-06,-6.82E-06,8.098901313409485,0.2947435084301842,-0.293205469,0.000926283,9.763476474960824e-05,-0.000100365,0.1506572913960712,0.026601488,-0.025376157,2.294746807390051e+74,2.294746807390051e+74,-2.29E+74,3.170482428004493,0.108780925,-0.106569678,HSubN,B,0.9999993317903207,A,6.68209679124046e-07
TOI-2000 c,TOI-2000,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,9.127055,7.3e-06,-7.20E-06,0,0.0878,0.0016,-0.0014,0,8.14,0.31,-0.3,0,0.727,0.028,-0.027,0,0.257,0.015,-0.014,0,0.829,0.111,-0.096,0,0.063,0.023,-0.022,0,1038,84,-111,0,87.86,0.19,-0.18,0,0,16.64,0.59,-0.55,0,23.7,1,-0.99,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,,5611,85,-82,0,1.134,0.037,-0.036,0,1.082,0.059,-0.05,0,0.439,0.041,-0.043,0,[Fe/H],4.363,0.034,-0.032,0,5.3,2.7,-2.7,0,1.047,0.114,-0.1,0,2.99,0.2,-0.2,0,0.000226656,1.687330882003715e-05,-1.75E-05,16.649111105533894,0.6094340684354339,-0.604624383,0.003711731,0.000201006,-0.000189639,0.3384665600426333,0.028179588,-0.026486747,1.1582065030017102e+75,1.1582065030017102e+75,-1.16E+75,3.081051339976575,0.041025916,-0.04097343,HS,B,0.5239614834074183,A,0.4760385165921891
TOI-201 b,TOI-201,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..235H/abstract target=ref>Hobson et al. 2021</a>,52.97818,4e-05,-4.00E-05,0,0.3,0.02,-0.03,0,11.298672,0.134508,-0.168135,0,1.008,0.012,-0.015,0,0.42,0.05,-0.03,0,,,,,0.28,0.06,-0.09,0,759,37,-26,0,,,,,0,,,,,19,1,-2,0,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..235H/abstract target=ref>Hobson et al. 2021</a>,F6 V,6394,75,-75,0,1.317,0.011,-0.011,0,1.316,0.027,-0.027,0,0.24,0.036,-0.036,0,[Fe/H],4.318,0.014,-0.014,0,0.87,0.46,-0.49,0,0.81,0.03,-0.03,0,9.52,0.278,-0.278,0,0.000304547,3.6790115744215554e-05,-2.26E-05,48.982964995188475,3.291059534977698,-4.915352353,0.01399477,0.001610753,-0.001789708,0.6158994916004454,0.069124243,-0.061836839,3.835077592590273e+75,3.835077592590273e+75,-3.84E+75,3.0105152645422435,0.053292917,-0.032699041,WJ,A2,0.988649836,D,0.010615751
TOI-2010 b,TOI-2010,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231110232M/abstract target=ref>Mann et al. 2023</a>,141.834025,6.5e-05,-6.60E-05,0,0.5516,0.0078,-0.0093,0,11.81426566,0.30264248,-0.30264248,0,1.054,0.027,-0.027,0,1.286,0.055,-0.057,0,1.36,0.11,-0.1,0,0.212,0.022,-0.021,0,400.2,5.6,-5.7,0,89.903,0.064,-0.059,0,0,109.8,2.5,-2.6,0,47.8,1.5,-1.5,0,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231110232M/abstract target=ref>Mann et al. 2023</a>,F0,5929,74,-74,0,1.079,0.027,-0.026,0,1.112,0.048,-0.055,0,0.168,0.055,-0.055,0,[Fe/H],4.417,0.021,-0.025,0,1.9,2.2,-1.3,0,1.243,0.087,-0.086,0,,,,,0.001103564,7.215875086845325e-05,-6.83E-05,109.92903181372454,3.0713208981238727,-3.316907176,0.039522982,0.001815429,-0.001784512,1.5546860357052212,0.10656662,-0.097762746,2.443654820247631e+76,2.443654820247631e+76,-2.44E+76,3.457746785198504,0.028984028,-0.029421431,CJ,D,1,A,6.325219981480374e-59
TOI-2015 b,TOI-2015,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250207074B/abstract target=ref>Barkaoui et al. 2025</a>,3.348237,3.5e-05,-3.00E-05,0,0.029322,3e-06,-3.00E-06,0,3.309,0.013,-0.011,0,0.29520972,0.00115978,-0.00098136,0,0.02894644,0.00100683,-0.00110122,0,1.4,0.052,-0.056,0,0.0789,0.0018,-0.0016,0,530.9,2.9,-3.9,0,87.61,0.01,-0.01,0,1,19.2811,0.0061,-0.006,0,,,,,<a refstr=BARKAOUI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250207074B/abstract target=ref>Barkaoui et al. 2025</a>,M4 +/- 0.5,3297,14,-28,0,0.3273,0.0029,-0.0051,0,0.3041,0.0353,-0.0312,0,-0.31,0.16,-0.16,0,[Fe/H],5.04,0.04,-0.04,0,5.5,0.5,-0.5,1,11.800246,1.452121,-1.38163,0,2,,,1,9.083226922688402e-05,9.8401737891086e-06,-1.11E-05,19.26447483408293,0.3001861885902834,-0.170701807,0.000913903,4.453755072759383e-05,-4.43E-05,0.1943137895642498,0.014702378,-0.014277516,3.817347594955239e+74,3.817347594955239e+74,-3.82E+74,2.915520891961239,0.015379341,-0.016870735,HN,B,0.9999730718782358,A,2.6928121762452775e-05
TOI-2025 b,TOI-2025,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,8.8720982,7.7e-06,-7.70E-06,0,0.0892,0.0018,-0.0023,0,11.89272852,0.36989636,-0.3474784,0,1.061,0.033,-0.031,0,3.6,0.33,-0.33,0,3.74,0.51,-0.46,0,0.394,0.035,-0.038,0,1166,18,-16,0,88.65,0.9,-0.92,0,0,13.12,0.48,-0.48,0,341,28,-27,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,5977,79,-78,0,1.459,0.043,-0.042,0,1.199,0.074,-0.092,0,0.15,0.11,-0.1,0,[Fe/H],4.187,0.037,-0.04,0,4.5,2.3,-1.5,0,0.542,0.062,-0.058,0,,,,,0.002865133,0.000342505,-0.000316619,13.14677265012739,0.4621776368588886,-0.514821055,0.008784277,0.000691971,-0.00066022,1.004035752543278,0.1151632960238973,-0.101335247,1.0191845220416239e+76,1.0191845220416239e+76,-1.02E+76,3.8990587713279616,0.047211382,-0.048111318,HJ,A2,0.9998542360854182,C,0.000145675
TOI-2076 c,TOI-2076,1,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,21.015327,2.3e-05,-2.30E-05,0,0.142,0.003,-0.003,0,3.69441587,0.14154765,-0.11063756,0,0.32959428,0.01262806,-0.00987044,0,0.17304935,,,1,6,,,1,0,,,0,543.16,11.88,-9.82,0,,,,,1,,,,,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5192,61,-58,0,0.796,0.0286,-0.0217,0,0.8557,0.0201,-0.0212,0,0.02,0.058,-0.059,0,[Fe/H],4.566,0.021,-0.035,0,2.7,3.6,-1.9,0,2.3628,0.1885,-0.2502,0,,,,,0.000192979,,,38.360553666709286,1.323032553824822,-1.598894215,0.005689637,,,0.5898768373322901,,,3.517848645620724e+75,,,3.5963976786136027,,,WN,B,0.9992834165262506,A,0.000716583
TOI-2076 d,TOI-2076,1,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,35.125686,8.6e-05,-8.60E-05,0,0.199,0.004,-0.004,0,3.43087751,0.21135529,-0.25159474,0,0.30608292,0.01885589,-0.02244582,0,0.0912442,,,1,4,,,1,0,,,0,457.68,10.01,-8.28,0,,,,,1,,,,,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5192,61,-58,0,0.796,0.0286,-0.0217,0,0.8557,0.0201,-0.0212,0,0.02,0.058,-0.059,0,[Fe/H],4.566,0.021,-0.035,0,2.7,3.6,-1.9,0,2.3628,0.1885,-0.2502,0,,,,,0.000101753,,,53.75880408221935,1.8208361966830044,-2.213250567,0.006441609,,,0.5261767351872679,,,2.7990957046964207e+75,,,3.3827141144868103,,,WN,B,0.999885395,A,0.000114605
TOI-2107 b,TOI-2107,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,2.4545467,1.3e-06,-1.30E-06,0,0.03515,0.00059,-0.00067,0,13.57407563,0.39231432,-0.35868738,0,1.211,0.035,-0.032,0,0.83,0.11,-0.11,0,0.577,0.093,-0.086,0,0.033,0.038,-0.023,0,1397,20,-18,0,89.44,0.39,-0.58,0,0,8.13,0.2,-0.27,0,128,17,-16,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,5627,94,-93,0,0.932,0.027,-0.024,0,0.961,0.049,-0.054,0,0.07,0.12,-0.11,0,[Fe/H],4.484,0.024,-0.034,0,4,4,-2.7,0,1.68,0.12,-0.16,0,,,,,0.000824169,0.000118639,-0.000117032,8.109965508540816,0.2492889037085929,-0.281240049,0.002285021,0.000183905,-0.000182449,0.3164103850178943,0.037801752,-0.035729426,1.0121757365126489e+75,1.0121757365126489e+75,-1.01E+75,3.1469768444533255,0.061964612,-0.062793446,FHJ,A1,0.9999738777391408,B,2.612217400809039e-05
TOI-2109 b,TOI-2109,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W/abstract target=ref>Wong et al. 2021</a>,0.67247414,2.8e-08,-2.80E-07,0,0.01791,0.00065,-0.00065,0,15.098497,0.52682209,-0.52682209,0,1.347,0.047,-0.047,0,5.02,0.75,-0.75,0,,,,,,,,,3646,88,-88,0,70.74,0.37,-0.37,0,0,2.268,0.021,-0.021,0,860,130,-130,0,<a refstr=WONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W/abstract target=ref>Wong et al. 2021</a>,F,6540,160,-160,0,1.698,0.062,-0.057,0,1.453,0.074,-0.074,0,0.068,0.07,-0.062,0,[Fe/H],4.139,0.041,-0.046,0,1.77,0.88,-0.68,0,0.417,0.056,-0.053,0,81.2,1.6,-1.6,0,0.003296853,0.00052039,-0.00052039,2.2681276351296784,0.1121295477708613,-0.116767606,0.001848226,0.000193333,-0.000188319,0.4283175111009672,0.060116466,-0.056468859,1.854753180224206e+75,1.854753180224206e+75,-1.85E+75,3.836155564062404,0.071613803,-0.071613803,UHJ,C,0.9998234501721384,A,0.000176536
TOI-2120 b,TOI-2120,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,5.7998164,3.5e-06,-3.50E-06,0,0.0377,0.0013,-0.0013,0,2.122,0.065,-0.065,0,0.18931249,0.00579892,-0.00579892,0,0.02139519,,,1,20.6,1.7,-1.5,0,0.32,0.08,-0.08,0,384,6,-6,0,88.67,0.14,-0.11,0,0,33.21,0.87,-0.83,0,7.3,,,1,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,,3131,30,-30,0,0.245,0.006,-0.006,0,0.211,0.005,-0.005,0,0.39,0.22,-0.22,0,[Fe/H],4.985,0.024,-0.024,0,,,,,20.3,1.7,-1.5,0,,,,,9.67598345878636e-05,,,33.089092471831336,1.3994811513362784,-1.399481151,0.00120005,,,0.283975368,,,8.152969285108461e+74,,,3.1701446504802533,,,HSubN,B,0.9999353413744824,A,6.465862551737993e-05
TOI-2134 b,TOI-2134,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,9.2292005,6.3e-06,-6.30E-06,0,0.078,0.0009,-0.0009,0,2.69,0.16,-0.16,0,0.23998614,0.01427427,-0.01427427,0,0.02872619,0.00245415,-0.00239123,0,2.607,0.516,-0.516,0,0.06,0.03,-0.04,0,666,8,-8,0,89.49,0.37,-0.37,0,0,23.66,0.52,-0.52,0,3.4,0.28,-0.29,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,K5 V,4580,50,-50,0,0.709,0.017,-0.017,0,0.744,0.027,-0.027,0,0.12,0.02,-0.02,0,[Fe/H],4.8,0.3,-0.3,0,3.8,5.5,-2.7,0,2.946537,0.140983,-0.140983,0,0.78,0.09,-0.09,0,3.6843978318926134e-05,3.419887007946149e-06,-3.35E-06,23.656906732937145,0.62949308,-0.62949308,0.001799602,9.438820260050489e-05,-9.20E-05,0.2238667278235515,0.022524324,-0.020486025,5.066797723485221e+74,5.066797723485221e+74,-5.07E+74,3.092092746048918,0.063605956,-0.063055803,HSubN,B,0.9999945952172078,A,5.404782791983957e-06
TOI-2136 b,TOI-2136,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,7.851928,1.8e-05,-1.60E-05,0,0.057,0.006,-0.006,0,2.19,0.17,-0.17,0,0.19537905,0.01516641,-0.01516641,0,0.02004226,0.00770856,-0.00720515,0,3.34,2.55,-1.63,0,0,,,0,395,24,-22,0,89.4,0.3,-0.4,0,0,35.75,1.98,-2.01,0,4.2,1.4,-1.4,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,M4.5 V,3342,100,-100,0,0.34,0.02,-0.02,0,0.34,0.02,-0.02,0,0.03,0.07,-0.07,0,[Fe/H],4.91,0.03,-0.03,0,4.6,1,-1,0,12.2,2.53,-2.53,0,,,,,5.625086428296808e-05,2.1886512493273968e-05,-2.05E-05,36.05002156101767,4.347061624648654,-4.347061625,0.001514296,0.000389246,-0.000368418,0.2620686684775185,0.085886551,-0.076340698,6.943599580383567e+74,6.943599580383567e+74,-6.94E+74,3.114377743,0.1801311171883446,-0.170064774,HSubN,B,0.9999722878199926,A,2.771218000727647e-05
